id,name,description,resource_type,resource_type_id,status,address_street1,address_street2,city,state,zipCode,latitude,longitude,timezone,website,phone,open_by_appointment,appointment_required,accepting_new_clients,usage_limit_count,usage_limit_interval,confidence,rating_average,review_count,subscription_count,regions_served,tags,has_shifts,has_occurrences
1363,"BETH-EL, THE HOUSE OF YAHWEH",,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,3482 Park Avenue,,Bronx,NY,10456,40.830975,-73.908463,America/New_York,www.behoy.org,(718) 401-0743,False,False,True,,,0.82,2,6,20,,,True,False
71,"BRC, Reaching New Heights",,Other,OTHER,UNAVAILABLE,237 Landing Rd,,New York,NY,10468,40.8625464,-73.911238,America/New_York,https://www.brc.org/locations,(718) 696-0800,False,False,True,,,0.35,,0,0,,,False,False
581,BREAD OF LIFE FOOD PANTRY,"* Once you register on  site, the food pantry will add you to the waiting list to receive food.
* Needs volunteers

On-site registration required",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1104 Elder Ave,,Bronx,NY,10472,40.826332,-73.878555,America/New_York,,(914) 315-7060,False,False,True,,,0.7,2.2181818181818183,93,325,,"ID required,Registration required,Clothing may be available",True,True
cmisw4pdd02ijx2frdzeki6g8,BRIGHT TEMPLE A.M.E. CHURCH/PROJECT F.I.L.L.,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,812 Faile Street,,Hunts Point,NY,10474,40.8172134,-73.8869057,America/New_York,,(718) 542-7777,False,False,True,,,0.78,2,1,8,,,True,False
cmg5cklkg07c22hfmta3ng2gi,Baitul Aman Islamic Center,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2351 Newbold Avenue,,East Bronx,NY,10462,40.8342605,-73.84630109999999,America/New_York,https://www.munassinc.org/locations/,(917) 267-8136,False,False,True,,,0.77,1.7142857142857142,11,23,,,True,True
ckxexc1mr07720413o5pipt8n,Bedford Park Community Fridge,"Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers.",Community fridge,COMMUNITY_FRIDGE,UNAVAILABLE,1 Bedford Park Boulevard,,New York,New York,10468,40.8734788,-73.88910100000001,America/New_York,https://www.instagram.com/bedfordparkcommunityfridge/,,False,False,True,,,0.74,,0,0,,,False,False
113,Bethel Prayer Ministry Inter. USA Inc.,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,4262 3rd Avenue,,West Bronx,NY,10457,40.84794309999999,-73.8953521,America/New_York,www.cpichq.com,(718) 294-4833,False,False,True,,,0.97,2.0833333333333335,16,48,,"First come, first serve: open until food runs out",True,True
cmir3lxe5011hzdcsxea9ja6h,Bethel Second Christian Church,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,459 Thieriot Avenue,,Clason Point,NY,10473,40.8147946,-73.8607251,America/New_York,,(718) 893-3271,False,False,True,,,0.9,1,3,8,,,True,False
clwu7v87s01hi1hoontd5gmug,Bible Church of Christ Food Pantry,On-site registration required,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1358 Morris Ave,,Bronx,NY,10456,40.837223,-73.911613,America/New_York,www.thebiblechurchofchrist.org,(718) 293-1928,False,False,True,,,0.9,2.4074074074074074,34,87,,"ID required,Must bring own bags/cart,First come, first serve: open until food runs out,Registration required,Clothing may be available",True,True
1439,Black Forum of Co-op City,Updates are posted on the **Co-op City Times**,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,920 Baychester Avenue,,Bronx,NY,10475,40.877785,-73.829247,America/New_York,https://black-forum-of-co-op-city-food-pantry.business.site/,(718) 320-8035,False,False,True,,,0.3,2,9,20,,,True,True
781,"Boom! Health, Wellness - Food Pantry",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,3144 3rd Ave,,New York,NY,10451,40.8221038,-73.9104924,America/New_York,https://www.boomhealth.org/,(718) 295-5605,False,False,True,,,0.89,2.388888888888889,28,89,,ID required,True,True
cmiszl66r0309x2frzmkzto1g,Bread of Life Mission,"**No hrs

Meals, fresh fruits, vegetables, and other food stuff may be passed out. Please donate as well to the
pantry if you can. Serves a limited area.
",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2176 Grand Concourse,,Fordham Heights,NY,10457,40.855048,-73.9008309,America/New_York,,(718) 584-0155,False,False,True,,,0.53,,0,17,,,False,False
cml1a76r60htoxrfk6eblyudd,Bridge Builders Community Partnership,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,156 West 164th Street,,Highbridge,NY,10452,40.832851,-73.9297053,America/New_York,https://www.bridgebuildersbronx.org/,(718) 293-4352,False,False,True,,,0.79,3,2,3,,,True,True
1322,Bright Temple A.M.E. Church,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,812 Faile St,,Bronx,NY,10474,40.817219,-73.886864,America/New_York,https://www.facebook.com/pages/Bright-Temple-Ame-Church/113783211976766,(718) 300-4687,False,False,True,,,0.81,2.5,2,26,,,True,False
clb1bzykv01ceun047jksg6d9,Bronx Academy For Multi Media,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,730 Bryant Ave,,Bronx,NY,10474,40.8155564,-73.8856083,America/New_York,,(718) 328-1972,False,False,True,,,0.95,,0,0,,,True,False
118,Bronx Bethany Community Corporation Food Pantry,"Scheduling an appointment through PLENTIFUL app will give fast track (priority) since there are 2 lines.
Closed on the 5th Wednesday and Thursday of the month
Client can visit twice a month",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,964 East 227th Street,,East Bronx,NY,10466,40.8865032,-73.85184799999999,America/New_York,https://www.bbccnyc.com/the-food-pantry,(718) 697-9672,False,False,True,,,0.95,2.5609756097560976,49,91,,"ID required,Schedule appointment through Plentiful app",True,True
174,"Bronx Community College -  Loew Hall, Room 125 & 127",Student ID required,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2155 University Ave,,New York,NY,10453,40.8575311,-73.91287319999999,America/New_York,http://www.bcc.cuny.edu/campus-resources/access-resource-center/food-pantry/,(718) 289-5179,False,False,True,,,0.89,,0,1,,"Students & staff only,ID required,Registration required",True,False
144,"Bronx Full Gospel Tabernacle, Inc.",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,4221 Park Ave,,New York,NY,10457,40.8480514,-73.8996755,America/New_York,https://bfgt.org,(718) 731-6444,False,False,True,,,0.7,2.7,34,72,,"ID required,Call in advance for services,First come, first serve: open until food runs out",True,True
cmir2gdq1015p3qcrvoyy5fuy,Bronx Jewish Community,"* May start early during winter around 9:30 am.
* Please call +1 (718) 828-1114 to confirm if open on Jewish holidays.
* Open to all",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2157 Holland Avenue,,East Bronx,NY,10462,40.855341,-73.86599749999999,America/New_York,http://www.bjcconline.org/,(718) 652-5500,False,False,True,,,0.9,2.5,10,13,,"First come, first serve: open until food runs out",True,True
cmir3atjw0109zqcrmgcri2do,Bronx Pentecostal Deliverance Ctr.,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1755 Watson Avenue,,East Bronx,NY,10472,40.8280865,-73.8676806,America/New_York,,(718) 822-6929,False,False,True,,,0.76,1,2,8,BRONX,,True,False
cl52mabql1224934hunzdt2ga9r,Bronx Seventh Day Adventist Church,schedule is  by last name begining with  A to M then N to Z. (June 5th would be for A to M),Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1695 Washington Avenue,,Morrisania,NY,10457,40.8422807,-73.90121429999999,America/New_York,https://bronxny.adventistchurch.org/,(646) 353-8926,False,False,True,,,0.99,2.526315789473684,29,100,,"ID required,Diapers/baby essentials may be available",True,True
cm2dr8whh01n01cn0twthup0e,Bronx Works Twin Parks West,"This pantry is open to the community. Anyone interested in pantry must call the center at 646.596.1316 on Tuesdays or Assistant Program Director Dominique Jackson at 646.907.4000 to schedule an appointment. While appointments are preferred, we do accept walk-ins.

Distribution takes place inside the Twin Parks West Community Center, which is located behind 365 Ford Street.
Appointments are made on the 2nd and  4th Tuesdays of every month.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,355 East 183rd Street,,Fordham Heights,NY,10458,40.8566558,-73.8962229,America/New_York,https://bronxworks.org/our-services/benefits-and-other-assistance/food-pantries/,(646) 596-1316,True,False,True,,,0.79,2.111111111111111,13,38,,,True,True
cmit1kf8c03091jeezk2d5xwm,Bronx Youth Services Corp/gyc,"**No hrs

Seniors from the Bronx get priority over referrals and walk ins. Thanksgiving dinner is also offered too.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2530 Jerome Avenue,,Fordham Manor,NY,10468,40.86453729999999,-73.89900949999999,America/New_York,,(718) 822-4271,False,False,True,,,0.15,,0,5,,,False,False
1316,BronxWorks Heights Pantry,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,200 West Tremont Avenue,2nd Floor,Bronx,NY,10453,40.852009,-73.917084,America/New_York,https://bronxworks.org/our-services/benefits-and-other-assistance/food-pantries/,(929) 430-3103,False,False,True,,,0.45,,0,1,,,False,False
1555,BronxWorks Morris Older Adult Center ,"Appointments are given in 15-minute intervals. Only 20 appointments are given daily.

Seniors and community members must call 718.933.5300 for an appointment (date and time) for pantry pick-up. Once you are outside (Morris Ave. side) to pick up, call 718.933.5300 to let staff know you have arrived.

Distribution method is subject to change.

Referrals must speak with Maria Rivera, BronxWorks Vice President, Services For Older Adults, for approval.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,80 East 181st Street,,Fordham Heights,NY,10453,40.8549764,-73.9043377,America/New_York,https://bronxworks.org/our-services/benefits-and-other-assistance/food-pantries/,(718) 933-5300,False,True,True,,,0.99,2,5,79,,"Other social services available,Seniors only",True,True
117,"BronxWorks, McLaughlin Community Center","Appointments are given in 20-minute intervals. Only 180 appointments are given weekly.

To schedule an appointment, community members must call 646.596.1316 every Wednesday between 9 a.m. and 5 p.m.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1130 Grand Concourse,,New York,NY,10456,40.8326862,-73.9187597,America/New_York,https://bronxworks.org/our-services/benefits-and-other-assistance/food-pantries/,(646) 596-1316,True,True,True,,,0.9,2.235294117647059,26,96,,,True,True
cmc0wi9u901t01k0wzbm6eho5,Building a Better NYC Produce,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,218 West Tremont Avenue,,Morris Heights,NY,10453,40.8519118,-73.9174001,America/New_York,https://ehbb.nyc/nyc-food-program/,(646) 454-0094,False,False,True,,,0.74,2,1,30,,"First come, first serve: open until food runs out",False,False
cmiq6jpyh005vzwfm4rng4b7d,Caldwell Temple AME Zion Church Soup Kitchen,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,1288 Rev James A Polite Avenue,,Foxhurst,NY,10459,40.829607,-73.8953428,America/New_York,https://www.foodpantries.org/li/caldwell-temple-ame-zion-church-soup-kitchen,(718) 542-2933,False,False,True,,,0.78,,0,7,,,True,True
clx9xply400b4lzvhyf1itctj,Calvary Deliverance Assembly,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,737 Concourse Village W,,Bronx,NY,10451,40.822491,-73.924011,America/New_York,,(919) 650-7220,False,False,True,,,0.74,,0,4,,,False,False
36,"Calvary Deliverance Christian Assembly, Inc.",,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,737 Concourse Village E,,New York,NY,10451,40.8224922,-73.9239995,America/New_York,https://www.facebook.com/cdcanewyork/,(347) 658-4459,False,False,True,,,0.5,,0,4,,,True,False
cmiq6ndbx006szwfmgtwmunuz,Calvary Delivery Christian Assembly,"https://www.facebook.com/cdcanewyork
https://twitter.com/mcdc_99
https://www.instagram.com/mcdc99

**Once a month. Please call for date",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,737-739 Concourse Village West,,Concourse Village,NY,10451,40.8224919,-73.92399999999999,America/New_York,http://calvarydeliverance.org/,(347) 658-4459,False,False,True,,,0.53,2,1,10,,,False,False
cloq92rys03frp80f3bcxloho,Calvary United Methodist Church,On-site registration required,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1885 University Avenue,,Bronx,NY,10453,40.8527378,-73.9136418,America/New_York,https://www.nyac.com/churchdetail/270577,(718) 299-4732,False,False,True,,,0.9,2.387755102040816,60,131,,Registration required,True,True
cmit083x2033gx2frlnxv00uq,Cardinal McCloskey Children and Family Services,"**no hrs

If a box of food is not offered, get referrals to food stamp or WIC application sites too.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,953 Southern Boulevard,,Foxhurst,NY,10459,40.82154630000001,-73.89219539999999,America/New_York,,(718) 542-0255,False,False,True,,,0.8,2,2,66,,,True,True
54,Cardinal McCloskey Services,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,"2501 Grand Concourse, 4th Floor",,New York,NY,10475,40.8633532,-73.8213131,America/New_York,https://www.cmcs.org,(914) 997-8000,False,False,True,,,0.45,,0,0,,,False,False
cmir19a2m00z5ygd05m0knc9o,Cardinal Mccloskey Services Food pantry,"**For more information, please call and dial extension 232.

Fax Number: (914) 741-0748

https://www.facebook.com/cardinalmccloskey
https://twitter.com/McCloskeyCares
https://www.instagram.com/cardinalmccloskey
",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,120 Elgar Place,,East Bronx,NY,10475,40.8632576,-73.8210655,America/New_York,http://www.cmcs.org/,(718) 542-0255,False,False,True,,,0.52,,0,6,BRONX,,True,True
1233,Casa De Restoracion Adoracion Al Rey/House of Restoration Adoration to the King (formerly The Flow Kingdom Ministries),,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,901 East Tremont Ave.,Lower Level Suite ,Bronx,NY,10460,40.842373,-73.884392,America/New_York,www.IamFlow.org,,False,False,True,1,WEEK,0.69,1.5,3,29,,ID required,True,False
cmg5d3x1j08pz2sibfwo51lvq,Castle Hill Jame Masjid,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,430 Torry Avenue,,East Bronx,NY,10473,40.8155131,-73.849049,America/New_York,https://www.munassinc.org/locations/,(917) 267-8136,False,False,True,,,0.76,2,1,4,,,True,True
268,"Catholic Charities Community Services, Alianza Division MOSAIC Beacon",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1257 Ogden Avenue,,Highbridge,NY,10452,40.8397377,-73.9257866,America/New_York,https://cccsny.org/services/alianza-after-school-programs,(888) 744-7900,False,False,True,,,0.7,2.473684210526316,36,98,,,True,True
290,Christ All Over Me International Ministries,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,169 W Tremont Ave,,New York,NY,10453,40.8510667,-73.9157317,America/New_York,https://www.facebook.com/pages/Christ-All-Over-Me-International-Ministries/111591855545608,(718) 299-4330,False,False,True,,,0.45,,0,0,,,False,False
708,Christ Church The Bronx,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,860 Forrest Ave,,New York,NY,10456,40.82098798078965,-73.90478104435256,America/New_York,https://missionhelpinghand.com,(646) 705-5538,False,False,True,,,0.88,2,9,17,,,True,True
195,"Christ Disciples International Ministries, Inc",On-site registration required,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,3021 Webster Avenue,,West Bronx,NY,10458,40.8692629,-73.8803954,America/New_York,https://christdisciples.org,(646) 294-7726,False,False,True,,,0.5,2.35,57,111,,"Registration required,Diapers/baby essentials may be available",True,True
cmiqz4o24010ixlcqyvg0v4l5,"Christ Pentecostal International Church, Bethel Prayer Ministries",Fax Number: (718) 294-2182,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,4262 Third Avenue,,West Bronx,NY,10457,40.8478867,-73.89515109999999,America/New_York,http://www.cpicnyc.org/,(718) 294-4833,False,False,True,,,0.58,,0,3,BRONX,,True,True
cmisyhgat023s3zfmtquei5wh,Christ the King Church,**no hrs,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,141 Marcy Place,,Mount Eden,NY,10452,40.8379298,-73.9154076,America/New_York,,(718) 538-5546,False,False,True,,,0.73,,0,2,,,False,False
clb1c0p5u02rwun04asymdica,Christian Assembly of the Bronx - NYC Love Kitchen,Clients need to register with their name and cell # so they will be placed on our list to receive texts about future pantry dates.,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,659 East 188th Street,,Belmont,NY,10458,40.8558277,-73.8849535,America/New_York,http://www.cabx.org/,(718) 365-0078,False,False,True,,,0.71,,0,7,,"First come, first serve: open until food runs out",True,False
cmiszuuks02gs5agx2yr887v1,Christina Home Care Food Pantry,"**no hrs

Bags of groceries, meals, and more may be passed out to all who need assistance. Bring ID and
documentation.
",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2394 Grand Concourse,,Fordham Heights,NY,10458,40.8597687,-73.89811379999999,America/New_York,,(718) 733-3779,False,False,True,,,0.8,,0,3,,ID required,False,False
clmcfi7br000jpl0i3iq1174z,Church of God of Bronxwood,"Church Address: 3232 Lurting Avenue Williamsbridge, NY 10469
Food pantry in on Duncan Street",Community fridge,COMMUNITY_FRIDGE,PUBLISHED,1080 Duncan Street,,Williamsbridge,NY,10469,40.8728355,-73.8561443,America/New_York,https://www.bicog.org/,(718) 652-0337,False,False,True,,,0.79,2.45,51,108,,"First come, first serve: open until food runs out",True,True
ckyy7wrze229033lz5whqve05p,"Church of God of Prophecy - Bronx, NY",Arrive early at 12Pm,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,85 East 165th Street,,Concourse,NY,10452,40.8317649,-73.9220972,America/New_York,http://cogopbx.org/,(718) 538-6854,False,False,True,,,0.3,2,23,60,,"ID required,First come, first serve: open until food runs out",True,True
1545,Church of St. Frances of Rome Food Pantry,Clients have to arrive by 7 am to receive a number.,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,4307 Barnes Avenue,,East Bronx,NY,10466,40.8952973,-73.8533885,America/New_York,https://sfrbronx.org/,(718) 324-5340,False,False,True,,,0.5,2.444444444444444,22,131,,"ID required,Must bring own bags/cart",True,True
ckz6jiwwh003004z62a6y014n,Cienfuegos Foundation Mobile Pantry ,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,482 East 138th Street,,Mott Haven,NY,10454,40.8078149,-73.9204361,America/New_York,https://cienfuegosfoundation.org/what-we-do/food-pantry,(646) 808-4361,False,False,True,1,WEEK,0.6,,0,7,,"ID required,Diapers/baby essentials may be available",True,False
