id,name,description,resource_type,resource_type_id,status,address_street1,address_street2,city,state,zipCode,latitude,longitude,timezone,website,phone,open_by_appointment,appointment_required,accepting_new_clients,usage_limit_count,usage_limit_interval,confidence,rating_average,review_count,subscription_count,regions_served,tags,has_shifts,has_occurrences
240,CUNY School of Law Campus Pantry,You can make an appointment here: https://cunyschooloflawfoodpantry.setmore.com/,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2 Court Square West,,Long Island City,NY,11101,40.747929,-73.94398269999999,America/New_York,https://www.law.cuny.edu,(718) 340-4200,False,True,True,,,0.7,,0,4,,Students & staff only,True,False
cmj1nouhw0shnyweb0249wi19,Calvary Assembly of God,"**no hrs

They offer food and nutrition services to the poor, less fortunate, and others. This includes cooking classes too.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,102-07 Rockaway Boulevard,,Ozone Park,NY,11417,40.6799655,-73.8376333,America/New_York,,(718) 659-4500/ (718) 496-8872 ,False,False,True,,,0.53,,0,11,,,False,False
cm9h6g89o00u4y30xdh0ffem1,Calvary Baptist Church,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,111-10 Guy R Brewer Boulevard,,South Jamaica,NY,11433,40.6914268,-73.787938,America/New_York,https://www.cbcjny.org/our-ministries,(718) 297-2301,False,False,True,,,0.74,2,1,4,,,True,True
160,Calvary Baptist Church,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,110-10 Guy R Brewer Blvd,,New York,NY,11433,40.6914526,-73.788009,America/New_York,https://cbcjny.org,(718) 297-2301,False,False,True,,,0.5,,0,0,,,True,False
204,Calvary's Mission Food Pantry,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,102-16 89th Avenue,,Richmond Hill,NY,11418,40.6930895,-73.8435145,America/New_York,https://www.ourcommunitypantry.com/,(917) 397-6513,False,False,True,,,0.9,2.5,23,52,,"First come, first serve: open until food runs out",True,True
cm0wr7cvy01dorjjl4kqf6tz3,Campaign Against Hunger @ St. John’s Episcopal Hospital,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,327 Beach 19th Street,,Far Rockaway,NY,11691,40.5985989,-73.7535776,America/New_York,https://www.tcahnyc.org/find-food/,(718) 773-3551,False,False,True,,,0.74,2.3333333333333335,6,11,,,True,False
182,"Campaign Against Hunger, World Harvest Deliverance Center - Mobile Food Pantry",,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1521 Central Avenue,,Far Rockaway,NY,11691,40.60535429999999,-73.75148610000001,America/New_York,https://www.tcahnyc.org/find-food/ ,(718) 773-3551,False,False,True,,,0.84,2.375,10,33,,Delivery may be available,True,False
cmj1nd84w0bs14veclaikak8q,Catherine Sheridan Senior Center,**no hrs,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,35-24 83rd Street,,Jackson Heights,NY,11372,40.7510318,-73.88387399999999,America/New_York,,(718) 458-4600,False,False,True,,,0.53,,0,2,,,False,False
ckxexc1k302950413vff4d35w,Catholic Charities Brooklyn and Queens / Northeast Queens,"Serves Northeast Queens.
Will provide one hot meal and one cold pack to senior clients. Meals include Kosher, non-Kosher and Korean cuisine.",Meal delivery,MEAL_DELIVERY,PUBLISHED,91-34 182nd Place,,Jamaica,NY,11423,40.7092343,-73.778395,America/New_York,https://www.ccbq.org/service/home-delivered-meals/,(718) 722-6001,False,False,True,,,0.74,,0,75,,Seniors only,False,False
40,"Catholic Charities Brooklyn and Queens, Blessed Virgin Mary/St. Mary-Winfield","- Only serves residents of the woodside area
- Any minor woud require an adult due to the id requirement to sign in
- Client can visit once a week",Other,OTHER,PUBLISHED,70-31 48th Ave,,Woodside,NY,11377,40.738316,-73.893797,America/New_York,https://www.ccbq.org/service/food-pantry-network/,(718) 672-4849,False,False,True,,,0.99,2.5789473684210527,99,81,NEW_YORK_CITY,"ID required,Proof of address required",True,True
37,"Catholic Charities Brooklyn and Queens, Our Lady of the Angelus",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,63-63 98th St,,New York,NY,11374,40.730739,-73.858731,America/New_York,https://www.ccbq.org/service/food-pantry-network/,(718) 722-6001,False,False,True,,,0.9,2.1578947368421053,24,102,,,True,True
161,"Catholic Charities Brooklyn and Queens, Presentation of the Blessed Virgin Mary",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,88-19 Parsons Blvd,,Jamaica,NY,11432,40.706104,-73.801285,America/New_York,https://www.ccbq.org/,(718) 739-0241,False,False,True,,,0.99,2.1666666666666665,14,53,,ID required,True,True
225,"Catholic Charities Brooklyn and Queens, St. Michael - Food Pantry","Food Pantry is located at the basement of rectory
Pre registration is required please call ahead 

On-site registration required",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,136-76 41st Ave,,New York,NY,11355,40.7587185,-73.82585019999999,America/New_York,https://stmichaelsflushing.org/about/contact,(718) 961-0295,False,False,True,,,1,2.5,38,81,,"ID required,Registration required",True,True
211,"Catholic Charities Brooklyn and Queens, St. Raphael - Food Pantry",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,35-20 Greenpoint Ave,,New York,NY,11101,40.7368759,-73.93041869999999,America/New_York,https://www.ccbq.org/service/food-pantry-network/,(718) 729-8957,False,False,True,1,WEEK,0.98,2.625,22,54,,,True,True
248,"Catholic Charities Brooklyn and Queens, St. Rose Of Lima",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,130 Beach 84th St,,New York,NY,11693,40.5862158,-73.8092357,America/New_York,https://stroseoflima-queens.org/contact-us-directions/,(718) 634-7394,False,False,True,1,WEEK,0.91,1.875,11,37,,ID required,True,True
58,"Catholic Charities Brooklyn and Queens, St. Teresa",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,50-20 45th St,,New York,NY,11377,40.73733259999999,-73.9213317,America/New_York,https://www.saintteresachurch.org/news.htm,(347) 957-2450,False,False,True,1,WEEK,0.8,2.588235294117647,25,57,,ID required,True,True
cmj1lt7y20hf41cfqleb9a81k,Catholic Charities Programs,"**no hrs

Cultural meals and food for Hispanics, Mexican, migrant workers, and Spanish speakers. There are salsa, Taco, fruits and vegetables, and other goods. Services are in Spanish too.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,23-40 Astoria Boulevard,,Astoria,NY,11102,40.7712199,-73.9232574,America/New_York,,(718) 726-9790,False,False,True,,,0.73,,0,73,,,False,False
clzvmilmo0mnk76mucft157m0,Catholic Charities Queens Community,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,91-14 Merrick Boulevard,,Jamaica,NY,11432,40.7061327,-73.7943052,America/New_York,https://www.ccbq.org/service-type/emergency-and-food-assistance/,(718) 722-6001,False,True,True,,,0.62,,0,0,,Call in advance for services,False,False
cmbv2u8cd00jyyb0wpummarrr,Center of Hope International Bread of Life,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,38-49 12th Street,,Long Island City,NY,11101,40.7568946,-73.9418259,America/New_York,https://www.cohi.us/breadoflife,(718) 784-4673,False,False,True,,,0.9,2.625,27,53,,,True,True
191,"Christ Apostolic Church of America, Inc. /  Christ Apostolic Church WOSEM",,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,108-02 Sutphin Blvd,,Jamaica,NY,11435,40.692787,-73.799538,America/New_York,https://cacwosem.org/contact/,(718) 658-8981,False,False,True,,,0.9,1.9,14,37,,"First come, first serve: open until food runs out,Diapers/baby essentials may be available",True,True
1440,Christ Church International Joseph's House,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,122-20 Merrill Street,,Jamaica,NY,11434,40.6827393,-73.7698032,America/New_York,https://www.cciministries.com/contact,(718) 276-2799,False,False,True,,,0.98,2,11,33,,ID required,True,True
cmj2y1j5c071zxeefr8fpv1ug,Christ Is The Answer Full Gospel Ministry Inc.,**no hrs,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,198-17 Hollis Avenue,,Jamaica,NY,11412,40.7065055,-73.7590361,America/New_York,,(718) 749-8768,False,False,True,,,0.53,,0,1,,,False,False
cmj065nbz0n90voee6tba004i,Church Of The Incarnation Incarnation Parish Pantry,"Fax Number: (718) 465-3834
https://twitter.com/jrowland_rcc",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,89-42 Francis Lewis Boulevard,,Jamaica,NY,11427,40.7184865,-73.75789089999999,America/New_York,,(718) 465-8534,False,False,True,,,0.55,,0,3,QUEENS,,True,True
